sym,set,t,side,R,how,stop_pct,rate
ETHUSDT,held-out,2026-04-02 08:00:00,1,0.27961811732671654,time,5.251798647876126,-0.00013372
ETHUSDT,held-out,2026-04-18 16:00:00,1,-1.0298248839581352,stop,4.694066880411537,-0.00015064
ETHUSDT,held-out,2026-04-28 00:00:00,1,-0.05720187536276316,time,4.132397505187212,-0.00016104
ETHUSDT,held-out,2026-05-07 08:00:00,1,-0.737084995004478,time,3.548262992140954,-0.00011993
ETHUSDT,held-out,2026-06-07 08:00:00,1,0.6005969728915669,time,5.784521591480729,-0.00010189
ETHUSDT,held-out,2026-06-25 16:00:00,1,0.09557174451807574,time,5.335566940378841,-8.135e-05
ETHUSDT,held-out,2026-09-13 16:00:00,1,-1.036577357195908,stop,3.827504520082223,-4.585e-05
ETHUSDT,held-out,2026-09-15 16:00:00,1,1.9800642726930089,target,4.012895981575016,-4.838e-05
LINKUSDT,held-out,2025-12-01 08:00:00,1,1.989578240329496,target,7.67624686514488,-0.0001469
LINKUSDT,held-out,2025-12-06 08:00:00,1,-0.021246098909333575,time,7.53060604126026,-0.00017941
LINKUSDT,held-out,2025-12-18 08:00:00,1,0.18089530372012333,time,7.737217962506203,-0.00010683
LINKUSDT,held-out,2026-01-16 00:00:00,1,-1.0314462231494468,stop,4.4520449827839865,-8.334e-05
LINKUSDT,held-out,2026-01-21 08:00:00,1,-1.0276188068215801,stop,5.069009711549509,-0.00010599
LINKUSDT,held-out,2026-01-28 16:00:00,1,-1.0283255579359913,stop,4.942532829057227,-7.91e-05
LINKUSDT,held-out,2026-01-29 16:00:00,1,-1.0272191598373182,stop,5.1434357576333545,-9.41e-05
LINKUSDT,held-out,2026-02-02 16:00:00,1,-1.0196546908920978,stop,7.122981519708728,-0.00010104
LINKUSDT,held-out,2026-02-11 16:00:00,1,0.7045239071044598,time,9.245146304550314,-7.155e-05
LINKUSDT,held-out,2026-02-18 16:00:00,1,-0.9242759685879324,time,7.294474518919934,-6.541e-05
LINKUSDT,held-out,2026-02-28 16:00:00,1,1.2167773090399436,time,7.178817425094218,-8.139e-05
LINKUSDT,held-out,2026-03-05 16:00:00,1,-1.0203073266085447,stop,6.894063541632871,-0.00010568
LINKUSDT,held-out,2026-03-08 00:00:00,1,0.9715542553999196,time,6.8140889787451115,-9.369e-05
LINKUSDT,held-out,2026-03-14 16:00:00,1,1.9863800643361338,target,5.873742870330968,-0.00013564
LINKUSDT,held-out,2026-03-18 16:00:00,1,-1.0254816850456312,stop,5.494142155406767,-0.00014149
LINKUSDT,held-out,2026-03-27 16:00:00,1,0.816919888066585,time,5.632078050492565,-0.00014801
LINKUSDT,held-out,2026-04-02 08:00:00,1,0.22773759858618614,time,5.451857084725361,-0.00011712
LINKUSDT,held-out,2026-04-09 08:00:00,1,0.8923267572865425,time,5.326868228550461,-0.00014832
LINKUSDT,held-out,2026-04-23 08:00:00,1,-0.10471882354087653,time,4.631049868339932,-0.00014477
LINKUSDT,held-out,2026-05-03 08:00:00,1,1.9785298156562123,target,3.7260974903155635,-0.00019549
LINKUSDT,held-out,2026-09-13 16:00:00,1,1.647590853064406,time,5.949051499355895,-3.929e-05
SOLUSDT,held-out,2025-11-25 16:00:00,1,0.2218596398062751,time,8.535014271987412,-0.00018105
SOLUSDT,held-out,2025-12-18 00:00:00,1,0.24184635178363037,time,7.21885005737968,-0.00017374
SOLUSDT,held-out,2026-01-26 00:00:00,1,-1.0273148841904782,stop,5.125410711014583,-0.00020746
SOLUSDT,held-out,2026-01-30 00:00:00,1,-1.0266796398767892,stop,5.247447141211135,-0.000182
SOLUSDT,held-out,2026-01-31 16:00:00,1,-1.0243789318565646,stop,5.742663412150328,-0.00015483
SOLUSDT,held-out,2026-02-01 00:00:00,1,-1.0199827419475835,stop,7.006045535053835,-0.00069212
SOLUSDT,held-out,2026-02-02 00:00:00,1,-1.0188429459017154,stop,7.429836116403379,-0.00014659
SOLUSDT,held-out,2026-02-04 16:00:00,1,-1.016796643844263,stop,8.33499842576096,-0.00033402
SOLUSDT,held-out,2026-02-06 08:00:00,1,0.18053706049490229,time,10.662708961666063,-0.00043701
SOLUSDT,held-out,2026-02-12 00:00:00,1,0.8472218852873089,time,10.316071840479054,-0.0001924
SOLUSDT,held-out,2026-02-18 16:00:00,1,-0.6683040669624267,time,8.72890106696306,-0.0002287
SOLUSDT,held-out,2026-02-28 08:00:00,1,1.9902649928654437,target,8.217764907025488,-0.00020116
SOLUSDT,held-out,2026-03-26 16:00:00,1,-1.024942240206825,stop,5.612968155189665,-0.00022349
SOLUSDT,held-out,2026-03-27 16:00:00,1,0.06493776231914522,time,6.03219235006816,-0.0003981
SOLUSDT,held-out,2026-05-23 16:00:00,1,-1.0346655086818974,stop,4.038596441341383,-0.00028322
SOLUSDT,held-out,2026-06-03 00:00:00,1,-1.0294085486223623,stop,4.760520547877162,-0.00019668
SOLUSDT,held-out,2026-06-05 08:00:00,1,-1.0247619836315232,stop,5.653828145729551,-0.00025721
SOLUSDT,held-out,2026-06-07 08:00:00,1,0.4683114828856331,time,6.268270811379177,-0.00023704
XRPUSDT,held-out,2025-11-21 00:00:00,1,-1.0166177687238502,stop,8.424717080041475,-9.07e-05
XRPUSDT,held-out,2025-11-23 16:00:00,1,0.7433298269997806,time,7.989016142531725,-8.027e-05
XRPUSDT,held-out,2025-11-29 00:00:00,1,-1.0200362422942988,stop,6.987338141735108,-8.432e-05
XRPUSDT,held-out,2025-12-07 08:00:00,1,0.06156126752915346,time,6.437429272766949,-0.00011169
XRPUSDT,held-out,2025-12-13 00:00:00,1,-1.023798341236549,stop,5.8827629458892865,-0.0001526
XRPUSDT,held-out,2025-12-15 16:00:00,1,-1.024477236132961,stop,5.719600008739367,-0.00011362
XRPUSDT,held-out,2025-12-30 00:00:00,1,1.982148868395056,target,4.481508610795512,-0.00014646
XRPUSDT,held-out,2026-01-19 08:00:00,1,-1.0299180394324756,stop,4.679451015364072,-0.00012712
XRPUSDT,held-out,2026-01-26 00:00:00,1,-1.0277247217683472,stop,5.049644904275833,-0.00014795
XRPUSDT,held-out,2026-01-30 00:00:00,1,-1.0276129157131246,stop,5.070091165108537,-0.00012739
XRPUSDT,held-out,2026-01-30 08:00:00,1,-1.0268674876626736,stop,5.2107588829192695,-0.00013698
XRPUSDT,held-out,2026-02-01 00:00:00,1,-1.0222152348289966,stop,6.301981549043297,-0.00014917
XRPUSDT,held-out,2026-02-06 00:00:00,1,1.9923520763862392,target,10.460355521341477,-0.00014808
XRPUSDT,held-out,2026-02-06 16:00:00,1,-1.0166744570893103,stop,8.396075461416446,-0.00044229
XRPUSDT,held-out,2026-02-08 16:00:00,1,-0.21701176076178277,time,10.076897647652848,-0.00023346
XRPUSDT,held-out,2026-02-15 00:00:00,1,-1.0178601474199285,stop,7.838681098667053,-0.00015613
XRPUSDT,held-out,2026-02-23 00:00:00,1,-0.40516187258001746,time,7.160932715955333,-0.00020927
XRPUSDT,held-out,2026-02-28 00:00:00,1,0.6216757783667304,time,7.260852199184717,-0.00021992
XRPUSDT,held-out,2026-03-08 16:00:00,1,0.603042766199096,time,6.609852580879074,-0.00018592
XRPUSDT,held-out,2026-03-27 00:00:00,1,-0.2085495215773254,time,5.241363870474465,-0.00017883
XRPUSDT,held-out,2026-04-02 16:00:00,1,0.19212930572784437,time,4.770464918094596,-0.00028988
XRPUSDT,held-out,2026-06-03 00:00:00,1,-1.033164028027306,stop,4.22144137270447,-0.00015745
XRPUSDT,held-out,2026-06-07 08:00:00,1,0.04131714742040553,time,5.06547061459125,-0.000159
XRPUSDT,held-out,2026-06-25 00:00:00,1,-1.0286740667337373,stop,4.882460562710462,-0.0001523
XRPUSDT,held-out,2026-06-25 16:00:00,1,0.15341613505762502,time,5.063571928251499,-0.00012131
XRPUSDT,held-out,2026-07-28 08:00:00,1,0.5750905570321919,time,3.5573411646584603,-0.00016009
XRPUSDT,held-out,2026-08-15 00:00:00,1,1.9730178965828529,target,2.964928225319893,-0.00018934
