sym,N,t,exit,R,days,stop_pct
BTC,5,2016-04-06 08:00:00,2016-04-08 08:00:00,0.0921624000672406,2.0,0.569870616825591
BTC,5,2016-04-12 08:00:00,2016-04-28 08:00:00,6.475865812530708,16.0,0.7193220838794501
BTC,5,2016-05-07 08:00:00,2016-05-11 08:00:00,-0.9091927887294449,4.0,1.5364313981950717
BTC,5,2016-05-25 08:00:00,2016-06-10 08:00:00,25.710552013515006,16.0,1.1011091970440767
BTC,5,2016-06-12 08:00:00,2016-06-22 08:00:00,1.1309558428706559,10.0,5.523504402497382
BTC,5,2016-07-01 08:00:00,2016-07-04 08:00:00,-0.22479587176358323,3.0,3.711722860045605
BTC,5,2016-07-13 08:00:00,2016-07-14 08:00:00,-1.3254131628099994,1.0,1.65052868319692
BTC,5,2016-07-16 08:00:00,2016-07-21 08:00:00,-0.4312266573940745,5.0,1.224320755350551
BTC,5,2016-08-08 08:00:00,2016-08-12 08:00:00,0.05379744715688725,4.0,1.3016595587706392
BTC,5,2016-08-21 08:00:00,2016-08-25 08:00:00,-1.383568171978269,4.0,0.9895962257843206
BTC,5,2016-09-04 08:00:00,2016-09-12 08:00:00,0.7286489990500515,8.0,2.0384529391084185
BTC,5,2016-09-27 08:00:00,2016-10-05 08:00:00,-0.02051467377054811,8.0,0.5429836065562833
BTC,5,2016-10-08 08:00:00,2016-10-19 08:00:00,4.878556621005237,11.0,0.6112519829318441
BTC,5,2016-10-23 08:00:00,2016-11-04 08:00:00,3.4690789696259916,12.0,1.7874392002219537
BTC,5,2016-11-17 08:00:00,2016-11-21 08:00:00,-0.7202674451561719,4.0,3.6934596465544423
BTC,5,2016-12-01 08:00:00,2016-12-06 08:00:00,0.3380357262898652,5.0,1.4049353187576377
BTC,5,2016-12-09 08:00:00,2017-01-06 08:00:00,17.707794853908123,28.0,1.4952172573668079
BTC,5,2017-01-17 08:00:00,2017-01-25 08:00:00,0.20106001968563494,8.0,6.77177420033627
BTC,5,2017-01-29 08:00:00,2017-02-10 08:00:00,2.7332407027493577,12.0,1.960600824643682
BTC,5,2017-02-17 08:00:00,2017-03-08 08:00:00,5.637439842185123,19.0,2.346754120269389
BTC,5,2017-03-14 08:00:00,2017-03-17 08:00:00,-2.5062661632972074,3.0,4.052785798489842
BTC,5,2017-03-28 08:00:00,2017-04-14 08:00:00,2.237160113149845,17.0,5.628653751512394
BTC,5,2017-04-19 08:00:00,2017-05-16 08:00:00,43.04446395325271,27.0,0.9344574739942334
BTC,5,2017-05-19 08:00:00,2017-05-28 08:00:00,2.5878266717476888,9.0,7.084579469573164
BTC,5,2017-06-01 08:00:00,2017-06-08 08:00:00,1.6821392197413876,7.0,9.292800280000193
BTC,5,2017-06-11 08:00:00,2017-06-13 08:00:00,-1.4813062841296882,2.0,3.3269203450615694
BTC,5,2017-06-21 08:00:00,2017-06-25 08:00:00,-1.4468615913537242,4.0,4.011523961208476
BTC,5,2017-07-05 08:00:00,2017-07-08 08:00:00,-1.5816713830298748,3.0,1.3566997419206475
BTC,5,2017-07-21 08:00:00,2017-07-26 08:00:00,-0.7666887192023638,5.0,13.02584956332217
BTC,5,2017-07-29 08:00:00,2017-08-02 08:00:00,-0.42798166744642574,4.0,3.320801090683751
BTC,5,2017-08-06 08:00:00,2017-08-19 08:00:00,4.306232253350318,13.0,6.195962065448543
BTC,5,2017-08-24 08:00:00,2017-09-03 08:00:00,4.3683153803528825,10.0,2.568304378024736
BTC,5,2017-09-08 08:00:00,2017-09-09 08:00:00,-1.6125623590543254,1.0,4.194206581781214
BTC,5,2017-09-19 08:00:00,2017-09-21 08:00:00,-0.08108573607814433,2.0,6.173023248063044
BTC,5,2017-09-26 08:00:00,2017-10-05 08:00:00,1.5076939255481017,9.0,3.8380328777675916
BTC,5,2017-10-08 08:00:00,2017-10-18 08:00:00,6.8753218512315115,10.0,2.711111590492213
BTC,5,2017-10-21 08:00:00,2017-10-25 08:00:00,-1.67054329251875,4.0,5.409816710745266
BTC,5,2017-10-30 08:00:00,2017-11-07 08:00:00,5.060094881724259,8.0,3.2951355939081153
BTC,5,2017-11-09 08:00:00,2017-11-10 08:00:00,-1.3367514080052885,1.0,2.465594440112546
BTC,5,2017-11-16 08:00:00,2017-11-24 08:00:00,0.9848175838369329,8.0,11.168135624369752
BTC,5,2017-11-26 08:00:00,2017-12-20 08:00:00,13.766296619655805,24.0,6.155161461311405
BTC,5,2017-12-27 08:00:00,2017-12-29 08:00:00,-1.173425204382756,2.0,8.366006036115726
BTC,5,2018-01-03 08:00:00,2018-01-09 08:00:00,-0.10336131461932253,6.0,10.66155899269718
BTC,5,2018-01-28 08:00:00,2018-01-30 08:00:00,-1.23521190393787,2.0,5.534396921036295
BTC,5,2018-02-10 08:00:00,2018-02-12 08:00:00,-0.42709426210845564,2.0,13.063451824755123
BTC,5,2018-02-13 08:00:00,2018-02-22 08:00:00,14.813078474402063,9.0,1.554757676769112
BTC,5,2018-02-28 08:00:00,2018-03-07 08:00:00,-0.39190240592961456,7.0,6.285675776798609
BTC,5,2018-03-20 08:00:00,2018-03-25 08:00:00,0.4306030076645219,5.0,1.9026953860957467
BTC,5,2018-04-04 08:00:00,2018-04-05 08:00:00,-2.708729999583114,1.0,2.7112357363887134
BTC,5,2018-04-13 08:00:00,2018-04-18 08:00:00,-0.005644179835033734,5.0,9.197182624060876
BTC,5,2018-04-21 08:00:00,2018-04-26 08:00:00,-0.09240441006697715,5.0,5.5305854353038235
BTC,5,2018-05-04 08:00:00,2018-05-08 08:00:00,-1.2562526339876245,4.0,2.856933019458839
